"","record_id","time_point","participant_id","date","municipality","facilitator","facility","consent","sex","position","position_other","age","position_years","position_months","patient_volume","previous_training","previous_training_desc","post_module_attendance","post_ha","post_hu","post_re","post_la","post_s","post_au","post_n","fup_module_attendance","fup_ha","fup_hu","fup_re","fup_la","fup_s","fup_au","fup_n","knowledge_7l","knowledge_7a","knowledge_7b","knowledge_7c","knowledge_7d","knowledge_7e","knowledge_7f","knowledge_7g","knowledge_7h","knowledge_7i","knowledge_7j","knowledge_7k","knowledge_7m","knowledge_7n","knowledge_7o","knowledge_7p","knowledge_7q","knowledge_7r","knowledge_7s","knowledge_8a","knowledge_8b","knowledge_8c","knowledge_8d","knowledge_8e","knowledge_8f","knowledge_8g","knowledge_8h","knowledge_8i","knowledge_9a","knowledge_9b","knowledge_9c","knowledge_9d","knowledge_9e","knowledge_10a","knowledge_10b","knowledge_10c","knowledge_10d","knowledge_10e","knowledge_10f","knowledge_10g","knowledge_10h","knowledge_10i","knowledge_10j","attitudes_11a","attitudes_11b","attitudes_11c","attitudes_11d","attitudes_11e","attitudes_11f","attitudes_11g","attitudes_11h","attitudes_11i","attitudes_11j","attitudes_12a","attitudes_12b","attitudes_12c","attitudes_12d","attitudes_12e","attitudes_12f","attitudes_12g","attitudes_13a","attitudes_13b","attitudes_13c","attitudes_13d","attitudes_13e","attitudes_13f","attitudes_14a","attitudes_14b","attitudes_14c","attitudes_14d","attitudes_14e","attitudes_14f","system_support_15a","system_support_15b","system_support_15c","system_support_15d","system_support_15e","system_support_15f","confidence_16a","confidence_16b","confidence_16c","confidence_16d","confidence_16e","confidence_16f","confidence_16g","confidence_16h","confidence_16i","confidence_16j","empathy_17a","empathy_17b","empathy_17c","empathy_17d","empathy_17e","empathy_17f","empathy_17g","empathy_17h","empathy_17i","empathy_17j","empathy_17k","empathy_17l","empathy_17m","empathy_17n","empathy_17o","empathy_17p","practices_18","practices_18yes_number","practices_19a","practices_19b","practices_19c","practices_19d","practices_19e","practices_19f","practices_19g","practices_19h","practices_19i","harmonia_learning_lab_curriculum_pre_evaluation_complete"
"833",833,"Post","A.D.A",2021-07-23,"Ermera",NA,"CS GUISARUDO","Sin","Mane","b. Mediku",NA,"c.	Idade tinan 35-44","7","8","c. 20-39",NA,NA,NA,"Hatene","Husu","Reasaun","Labele","Segredu","Aumenta","Nafatin",NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","4. Konkorda","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","3. Nunka aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","4. La Hatene","3. Nunka aseita","2. Dala Ruma Aseita","1. Aseita","4. Konkorda","4. Konkorda","4. Konkorda","5. Konkorda Liu","2. La konkorda","1. La konkorda Liu","2. La konkorda","2. La konkorda","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","2. Lae","1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","4. Dala barak","5. Sempre","5. Sempre","4. Dala barak","5. Sempre","4. Dala barak","1. Nunka","4. Dala barak","4. Dala barak","2. Dala balu","2. Dala balu","2. Dala balu","4. Dala barak","4. Dala barak","4. Dala barak","4. Dala barak","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"834",834,"Post","A.C.B",2021-07-23,"Ermera",NA,"CSI GUISARUDO","Sin","Feto","c. Parteira",NA,"d. Idade tinan 45-54","27","6","d. 40-59",NA,NA,14,"Hatene","Husu","Reasaun","Labele","Segredu","Aumenta","Nafatin",NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","5. Konkorda Liu","2. La konkorda","4. Konkorda","4. Konkorda","2. La konkorda","5. Konkorda Liu","1. Aseita","1. Aseita","1. Aseita","1. Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. La konkorda","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","5. Sempre","3. Dala ruma","5. Sempre","5. Sempre","5. Sempre","5. Sempre","3. Dala ruma","5. Sempre","5. Sempre","3. Dala ruma","1. Nunka","1. Nunka","5. Sempre","1. Nunka","1. Nunka","5. Sempre","b. Lae",NA,"2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"835",835,"Pre","JM181021",2021-10-18,"ERMERA",NA,"CHC GLENO","Sin","Feto","c. Parteira",NA,"b. Idade tinan 25-34",NA,"2021","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","5. Konkorda Liu","2. La konkorda","2. La konkorda","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","3. Netral","2. La konkorda","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Nunka aseita","2. La konkorda","5. Konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","4. Konkorda","1. La konkorda Liu","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","4. Prep Liu","4. Prep Liu","2. Prep Naton","1. La prep Liu","4. Prep Liu","3. Dala ruma","3. Dala ruma","5. Sempre","3. Dala ruma","5. Sempre","3. Dala ruma","2. Dala balu","5. Sempre","1. Nunka","1. Nunka","1. Nunka","1. Nunka","5. Sempre","5. Sempre","1. Nunka","1. Nunka","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"836",836,"Pre","MJS181021",2021-10-18,"ERMERA",NA,"CH GUISARUDO","Sin","Feto","c. Parteira",NA,"b. Idade tinan 25-34","06","2018","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","2. Lae","1. Sim","2. Lae","5. Konkorda Liu","4. Konkorda","1. La konkorda Liu","2. La konkorda","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","1. La konkorda Liu","4. Konkorda","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","4. Konkorda","4. Konkorda","2. La konkorda","3. Netral","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","3. Netral","2. La konkorda","4. Konkorda","2. La konkorda","2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","4. Dala barak","3. Dala ruma","3. Dala ruma","3. Dala ruma","5. Sempre","5. Sempre","1. Nunka","5. Sempre","4. Dala barak","4. Dala barak","4. Dala barak","1. Nunka","5. Sempre","1. Nunka","1. Nunka","5. Sempre","a. Sim",1,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"837",837,"Pre","AFS181021",2021-10-18,"ERMERA",NA,"CS GUISARUDO","Sin","Mane","d. Enfermeira/u",NA,"a.	Idade tinan 25 ba kraik","8",NA,NA,"b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","2. Lae","2. Lae","3. La hatene","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","3. Netral","4. Konkorda","2. La konkorda","3. Netral","2. La konkorda","2. La konkorda","3. Netral","4. Konkorda","2. La konkorda","2. La konkorda","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","3. Netral","3. Netral","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","2. Prep Naton","3. Prep Sufisiente","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","2. Prep Naton","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","1. Nunka","1. Nunka","3. Dala ruma","3. Dala ruma","3. Dala ruma","2. Dala balu","1. Nunka","3. Dala ruma","3. Dala ruma","1. Nunka","3. Dala ruma","3. Dala ruma","3. Dala ruma","1. Nunka","1. Nunka","1. Nunka","b. Lae",NA,"1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"838",838,"Pre","JB181021",2021-10-18,"ERMERA",NA,"CHC GLENO","Sin","Mane","b. Mediku",NA,"b. Idade tinan 25-34","11","4","b. menus husi 20","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","3. La Hatene","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","3. La Hatene","3. La Hatene","1. Loos","2. La Loos","1. Loos","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","5. Konkorda Liu","3. Netral","5. Konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","2. La konkorda","3. Netral","1. La konkorda Liu","1. Aseita","1. Aseita","2. Dala Ruma Aseita","4. La Hatene","2. Dala Ruma Aseita","1. Aseita","1. Aseita","5. Konkorda Liu","3. Netral","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","3. Netral","3. Netral","1. La konkorda Liu","1. La konkorda Liu","1. Sin","2. Lae","1. Sin","1. Sin","2. Lae","2. Lae","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","3. Dala ruma","1. Nunka","1. Nunka","1. Nunka","5. Sempre","5. Sempre","1. Nunka","5. Sempre","3. Dala ruma","5. Sempre","3. Dala ruma","1. Nunka","5. Sempre","1. Nunka","1. Nunka","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"839",839,"Pre","IG181021",2021-10-18,"ERMERA",NA,"CS RAILACO","Sin","Feto","b. Mediku",NA,"b. Idade tinan 25-34","6","8","b. menus husi 20","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","4. Konkorda","1. La konkorda Liu","2. La konkorda","1. La konkorda Liu","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","1. Aseita","1. Aseita","2. Dala Ruma Aseita","1. Aseita","3. Nunka aseita","1. Aseita","1. Aseita","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","3. Netral","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","2. La konkorda","3. Netral","4. Konkorda","2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","2. Prep Naton","3. Dala ruma","1. Nunka","5. Sempre","1. Nunka","5. Sempre","5. Sempre","5. Sempre","5. Sempre","5. Sempre","1. Nunka","1. Nunka","1. Nunka","5. Sempre","5. Sempre","1. Nunka","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"840",840,"Pre","RDJ181021",2021-10-18,"ERMERA",NA,"CZ GUISARUDO","Sin","Mane","d. Enfermeira/u",NA,"b. Idade tinan 25-34","7","1","d. 40-59","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","1. Aseita","1. Aseita","1. Aseita","3. Nunka aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","1. Aseita","3. Netral","4. Konkorda","4. Konkorda","5. Konkorda Liu","4. Konkorda","2. La konkorda","5. Konkorda Liu","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","1. Sin","2. Lae","1. Sin","2. Lae","1. Sin","1. Sin","4. Prep Liu","4. Prep Liu","2. Prep Naton","4. Prep Liu","2. Prep Naton","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","2. Prep Naton","5. Sempre","4. Dala barak","5. Sempre","3. Dala ruma","5. Sempre","5. Sempre","1. Nunka","3. Dala ruma","4. Dala barak","1. Nunka","4. Dala barak","1. Nunka","5. Sempre","4. Dala barak","1. Nunka","4. Dala barak","a. Sim",1,"1. Sin","1. Sin","2. Lae","2. Lae","1. Sin","1. Sin","1. Sin","2. Lae","2. Lae","Complete"
"841",841,"Pre","GM181021",2021-10-18,"ERMERA",NA,"CS GUISARUDO","Sin","Mane","b. Mediku",NA,NA,"10","6","c. 20-39","a. Sin","VBJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","2. La Loos","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","2. La konkorda","3. Netral","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","1. Aseita","1. Aseita","1. Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","1. Aseita","1. Aseita","2. La konkorda","5. Konkorda Liu","2. La konkorda","5. Konkorda Liu","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","2. Prep Naton","4. Prep Liu","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","3. Prep Sufisiente","3. Dala ruma","2. Dala balu","3. Dala ruma","4. Dala barak","3. Dala ruma","5. Sempre","4. Dala barak","3. Dala ruma","3. Dala ruma","2. Dala balu","1. Nunka","1. Nunka","4. Dala barak","4. Dala barak","2. Dala balu","2. Dala balu","b. Lae",NA,"1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"842",842,"Pre","EDSC181021",2021-10-18,"ERMERA",NA,"DHS GLENO","Sin","Feto","h. Seluk (favór espesifika):__________________________________________","ASISTENSIA NUTRISAUN","b. Idade tinan 25-34","5",NA,"c. 20-39","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","5. Konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","1. La konkorda Liu","5. Konkorda Liu","5. Konkorda Liu","4. Konkorda","5. Konkorda Liu","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","1. Aseita","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","1. La konkorda Liu","5. Konkorda Liu","4. Konkorda","5. Konkorda Liu","5. Konkorda Liu","3. Netral","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","2. La konkorda","2. La konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. La prep Liu","2. Prep Naton","2. Prep Naton","1. La prep Liu","2. Prep Naton","2. Prep Naton","2. Prep Naton","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Dala barak","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","2. Dala balu","2. Dala balu","2. Dala balu","5. Sempre","4. Dala barak","5. Sempre","4. Dala barak","5. Sempre","4. Dala barak","5. Sempre","a. Sim",1,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"843",843,"Pre","EFS181021",2021-10-18,"ERMERA",NA,"PS FATUQUERO","Sin","Feto","d. Enfermeira/u",NA,"b. Idade tinan 25-34","8","2018","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","2. La Loos","3. La hatene","1. Sim","3. La hatene","1. Sim","3. La hatene","3. La hatene","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","3. La hatene","3. La hatene","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","1. La konkorda Liu","2. La konkorda","2. La konkorda","3. Netral","3. Netral","5. Konkorda Liu","3. Nunka aseita","3. Nunka aseita","4. La Hatene","2. Dala Ruma Aseita","4. La Hatene","3. Nunka aseita","3. Nunka aseita","5. Konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","3. Netral","2. La konkorda","3. Netral","2. La konkorda","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","1. Sin","1. Sin","2. Lae","1. Sin","2. Lae","2. Lae","2. Prep Naton","2. Prep Naton","2. Prep Naton","3. Prep Sufisiente","3. Prep Sufisiente","2. Prep Naton","2. Prep Naton","2. Prep Naton","2. Prep Naton","1. La prep Liu","3. Dala ruma","3. Dala ruma","5. Sempre","2. Dala balu","5. Sempre","5. Sempre","1. Nunka","5. Sempre","5. Sempre","3. Dala ruma","5. Sempre","5. Sempre","5. Sempre","4. Dala barak","1. Nunka","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"844",844,"Pre","JP181021",2021-10-18,"ERMERA",NA,"CS GLENO","Sin","Feto","c. Parteira",NA,"b. Idade tinan 25-34","2",NA,"c. 20-39","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","3. La Hatene","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","4. Konkorda","4. Konkorda","3. Netral","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","3. Netral","4. Konkorda","2. Dala Ruma Aseita","3. Nunka aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Nunka aseita","1. La konkorda Liu","3. Netral","4. Konkorda","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","4. Konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","3. Dala ruma","5. Sempre","4. Dala barak","3. Dala ruma","4. Dala barak","4. Dala barak","1. Nunka","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","5. Sempre","5. Sempre","3. Dala ruma","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
